ItemID,Item_Name,Calories,Fat_value,Carbohydrates,Protein,Sodium ,Potassium
551,Pork Roast,292,21.39,0,23.28,68,329
552,Prosciutto,195,8.32,0.3,27.8,2695,510
553,Roast Beef,115,3.69,0.64,18.62,853,647
554,Salami,378,31.65,0.72,21.07,1756,363
555,Serrano Ham,195,8.32,0.3,27.8,2695,510
556,Smoked Ham,122,2.37,7.27,17.93,900,165
557,Smoked Turkey Breast,112,3,7.7,13.5,1200,349
558,Summer Sausage,362,30.43,3.33,17.45,1300,260
559,Turkey Breast,147,2.08,0,30.13,99,249
560,Turkey Ham,124,3.8,2.93,19.6,1038,299
561,Turkey Salami,172,9.21,1.55,19.2,1107,216
562,Chive Cream Cheese,275.33,26.57,5.25,5.48,241.43,170.27
563,Cottage Cheese,98,4.3,3.38,11.12,364,104
564,Cream Cheese,350,34.44,5.52,6.15,314,132
565,Cream Cheese with Herbs,350,34.44,5.52,6.15,314,132
566,Feta Cream Cheese,264,21.28,4.09,14.21,917,62
567,Garlic Cream Cheese,149,0.5,33.06,6.36,17,401
568,Goat Cheese,264,21.08,0,18.52,459,26
569,Horseradish,48,0.69,11.29,1.18,420,246
570,Mascarpone,435.75,45.96,3.07,4.66,434.5,109.5
571,Olive Cream Cheese,115,10.68,6.26,0.84,735,8
572,Pesto Cream Cheese,557.39,54.84,8.12,11.95,544.62,229.08
573,Philadelphia Cream Cheese,350,34.44,5.52,6.15,314,132
574,Pineapple Cream Cheese,50,0.12,13.12,0.54,1,109
575,Salmon Cream Cheese,245.69,21.75,4.13,9.17,769.18,161.09
576,Vegetable Cream Cheese,350,34.44,5.52,6.15,314,132
577,Walnut Cream Cheese,654,65.21,13.71,15.23,2,441
578,Baby Back Ribs,275.85,18.7,5.49,20.02,219.6,238.92
579,Bacon and Eggs,468,35.09,1.7,33.92,1684,499
580,Baked Beans,94,0.37,21.14,4.75,343,224
581,Baked Chicken,220,13.07,0.05,23.96,71,204
582,BBQ Ribs,317.38,23.88,9.41,16.26,307,257.38
583,Beef Stew,106.17,3.2,8.19,11.49,65.46,320.27
584,Biryani,142.29,4.6,15.09,9.58,204.29,225.03
585,Black Pudding,379,34.5,1.29,14.6,680,38
586,Black Rice,130,0.28,28.17,2.69,1,35
587,BLT,319.99,20.15,19.13,14.61,793.17,262.18
588,Brown Rice,112,0.83,23.51,2.32,1,79
589,Burrito,180,6.8,23.37,7.03,451,204
590,Butter Chicken,147.84,9.72,5.81,9.73,104.62,254.5
591,California Roll,165.13,8.88,17.95,3.7,254.34,138.98
592,Chicken Caesar Salad,160.86,8.99,4.29,15.13,248.33,224.34
593,Chicken Fried Steak,178.93,9.4,10.7,12.18,194.52,224.63
594,Chicken Marsala,251.29,18.99,5.71,10.77,312.15,166.41
595,Chicken Parmesan,204,10.64,10.92,16.17,536,293
596,Chicken Pot Pie,204,11.85,19.21,5.11,393,110
597,Chicken Tikka Masala,154.6,10.12,4.6,11.78,551.14,252.17
598,Chili con Carne,150.2,7.85,8.84,11.54,313.45,305.39
599,Chimichanga,218.84,9.55,22.93,9.9,225.11,177.98
600,Cobb Salad,146.98,10.98,2.92,9.14,263.27,201.91
601,Collard Greens,33,0.72,5.65,2.71,15,117
602,Corn Dog,263,10.8,31.88,9.6,556,150
603,Corned Beef Hash,164,10.24,9.27,8.73,412,172
604,Cottage Pie,237,11,34,1.9,201,65
605,Dal,103.56,1.95,15.84,6.65,201.32,332.85
606,Deviled Eggs,224.52,19.21,1.67,10.66,227.9,137.31
607,Dim Sum,206.66,5.78,30.13,8.09,347.55,158.32
608,Dosa,173.25,3.84,30.17,4.01,97.01,78.14
609,Enchiladas,238.89,9.96,25.21,11.4,519.95,131.79
610,Fajita,200.02,7.9,17.76,13.92,259.27,179.42
611,Fish and Chips,133.98,4.98,13.75,8.35,273.41,283.89
612,Fried Rice,174,2.96,32.79,4.05,387,76
613,Fried Shrimp,308,18.67,22.29,12.67,1125,108
614,Grilled Cheese Sandwich,344.44,21.55,26.76,11.05,834.36,174.47
615,Ham and Cheese Sandwich,283.03,17.52,15.55,15.43,994.94,196.72
616,Hummus,166,9.6,14.29,7.9,379,228
617,Jambalaya,155.93,7.38,14.75,7.13,512.42,168.72
618,Kebab,185.34,10.09,10.96,12.18,471.71,230.33
619,Lasagne,156.41,8.43,9.01,11.4,409.12,270.36
620,Mac and Cheese,190,8.28,23.93,4.89,338,129
621,Macaroni and Cheese,190,8.28,23.93,4.89,338,129
622,Mashed Potatoes,113,4.2,16.94,1.96,333,326
623,Meat Pie,303.01,16.83,25.46,12.01,438.42,261.59
624,Meatloaf,180.72,9.93,7.72,14.58,461.05,293.82
625,Naan,291,5.65,50.43,9.62,465,125
626,Orange Chicken,49,0.15,12.54,0.91,1,166
627,Pad Thai,169.63,9.03,9.22,12.96,263.3,160.07
628,Paella,183.25,9.31,14.07,10.31,336.5,166.1
629,Paratha,326,13.2,45.35,6.36,452,139
630,Pea Soup,61,1.09,9.88,3.2,336,71
631,Peanut Butter Sandwich,392.26,21.45,39.45,13.98,484.51,308.72
632,Peking Duck,240.61,15.06,15.38,10.85,336,191.27
633,Philly Cheese Steak,248.24,13.27,18.11,14.07,309.57,185.9
634,Pizza,266,9.69,33.33,11.39,598,172
635,Pork Chop,209,11.06,0,25.61,55,344
636,Potato Salad,143,8.2,11.17,2.68,529,254
637,Pulled Pork Sandwich,174.88,2.46,26.59,11.24,682.69,282.08
638,Ramen,134.94,4.95,15.66,6.75,380.55,117.83
639,Ravioli,178.82,6.78,19.71,9.23,262.83,64.28
640,Reuben Sandwich,266.34,17.6,13.81,12.75,919.6,160.07
641,Roast Beef,115,3.69,0.64,18.62,853,647
642,Samosa,261.5,17.24,23.91,3.49,423.3,189.09
643,Sausage Roll,419.57,30.48,25.37,11.15,592.15,165.78
644,Sausage Rolls,419.57,30.48,25.37,11.15,592.15,165.78
645,Shepherds Pie,148.19,8.51,11.02,7.23,316.95,320.71
646,Shrimp Cocktail,122.75,1.21,21.55,6.72,974,274.25
647,Sloppy Joe,207.4,7.86,19.27,13.86,646.51,314.66
648,Sloppy Joes,207.4,7.86,19.27,13.86,646.51,314.66
649,Spaghetti Bolognese,100.97,3.28,12.7,5.24,96.39,171.8
650,Spring Roll,230.04,9.65,29.9,5.82,418.66,106.53
651,Spring Rolls,230.04,9.65,29.9,5.82,418.66,106.53
652,Taco,206,9.75,20.23,9.25,560,161
653,Tandoori Chicken,131.51,6.08,3.03,15.55,65.92,214
654,Yorkshire Pudding,200.03,11.15,17.73,6.77,208.19,118.83
655,Arbys Grand Turkey Club,233.89,13.21,12.09,15.98,534.59,203.31
656,Arbys Reuben,266.34,17.6,13.81,12.75,919.6,160.07
657,Arbys Roast Beef Classic,115,3.69,0.64,18.62,853,647
658,Arbys Roast Beef Max,115,3.69,0.64,18.62,853,647
659,BBQ Rib,317.38,23.88,9.41,16.26,307,257.38
660,Bean Burrito,205,6.05,31.23,7.35,563,261
661,Bratwurst,333,29.18,2.85,13.72,846,348
662,Burger King Angry Whopper,233,12.84,18.55,10.74,313,169
663,Burger King Double Whopper,233,12.84,18.55,10.74,313,169
664,Burger King Double Whopper with Cheese,233,12.84,18.55,10.74,313,169
665,Burger King Original Chicken Sandwich,250,11.19,20.89,16.28,753,245
666,Burger King Premium Alaskan Fish Sandwich,279,14.64,26.39,11.26,434,220
667,Burger King Triple Whopper,233,12.84,18.55,10.74,313,169
668,Burger King Whopper Jr,233,12.84,18.55,10.74,313,169
669,Cheeseburger,269,14.4,19.72,15.21,591,223
670,Chicken Breast,165,3.57,0,31.02,74,256
671,Chicken Fajita,200.02,7.9,17.76,13.92,259.27,179.42
672,Chicken McNuggets,302,19.81,15.09,15.79,566,252
673,Chicken Nuggets,307,20.36,14.93,15.92,594,251
674,Chicken Pizziola,220,13.07,0.05,23.96,71,204
675,Chicken Sandwich,250,11.19,20.89,16.28,753,245
676,Chicken Teriyaki Sandwich,191.99,8.59,14.84,13.24,346.29,177.44
677,Chicken Wings,327.5,24.3,9.84,16.9,392.97,171.27
678,Chop Suey,76.03,3.56,4.12,7.15,252.74,247.89
679,Curly Fries,312,14.73,41.44,3.43,210,579
680,Double Cheeseburger,272,16.22,14.43,16.96,480,242
681,Egg Roll,250,11.94,27.29,8.28,468,165
682,Falafel,416.12,36.57,18.62,5.37,151.25,196.78
683,Filet o Fish,282,14.64,26.39,11.26,434,220
684,Fish and Chips,133.98,4.98,13.75,8.35,273.41,283.89
685,Fish Sandwich,279,14.64,26.39,11.26,434,220
686,French Fries,312,14.73,41.44,3.43,210,579
687,Grilled Chicken Salad,124.74,6.99,3.15,12.79,213.27,290.66
688,Ham Sandwich,172.07,5.84,20.06,9.46,621.76,210.33
689,Hamburger,239,11.75,17.82,15.17,350,252
690,Hot Dog,322,29.36,2.66,11.69,852,252
691,Italian BMT,238.34,15.53,13.42,11.35,716.28,192.31
692,Lasagna,156.41,8.43,9.01,11.4,409.12,270.36
693,McDonalds Big Mac,257,14.96,20.08,11.82,460,181
694,McDonalds Cheeseburger,269,14.4,19.72,15.21,591,223
695,McDonalds Chicken Nuggets,302,19.81,15.09,15.79,566,252
696,McDonalds Double Cheeseburger,272,16.22,14.43,16.96,480,242
697,McDonalds Filet o Fish,282,14.64,26.39,11.26,434,220
698,McDonalds McChicken,273,13.21,27.97,10.43,624,173
699,McDonalds McDouble,270.1,12.05,26.56,13.85,606.05,209.46
700,McDonalds McMuffi Egg,143,9.51,0.72,12.56,142,138
701,McDonalds McRib,232.56,7.54,25.13,14.89,385.28,246.54
702,McDonalds Mighty Wings,327.5,24.3,9.84,16.9,392.97,171.27
703,McRib,232.56,7.54,25.13,14.89,385.28,246.54
704,Meatball Sandwich,231.14,9.37,21.89,14.27,427.71,252.03
705,Nachos with Cheese,224.32,17.49,4.81,12.2,317.14,228.59
706,Onion Rings,356,19.28,40.72,4.89,692,142
707,Poutine,221.51,14.15,16.38,7.09,396.98,223.38
708,Smoked Salmon,117,4.32,0,18.28,2000,175
709,Subway Club Sandwich,233.89,13.21,12.09,15.98,534.59,203.31
710,Zinger Burger,214,9.3,21.7,142.2,,
711,Anchovy,164,9.6,0.2,19.3,,
712,Butterfish,146,8,0,17.3,,
713,Calamari,92,1.4,3.1,15.6,,
714,Carp,0,0,0,0,,
715,Caviar,264,17.9,4,24.6,,
716,Crayfish,77,1,0,16,,
717,Fish Fingers,245,18.2,7.5,12.3,,
718,Lobster,90,0.9,0,20.5,,
719,Mackerel,93,1.7,0.5,18.9,,
720,Milkfish,148,6.7,0,20.5,,
721,Mullet,155,7.8,2.1,19.1,,
722,Octopus,82,1.1,2.2,14.9,,
723,Pickled Herring,143,3.6,19.7,10.7,,
724,Red Snapper,100,1.3,0,20.5,,
725,Salmon,127,4.4,0,20.5,,
726,Sea Bass,97,2,0,18.4,,
727,Shark,93,0.4,0.8,21.6,,
728,Sole,94,2.3,2.2,16.2,,
729,Squid,92,1.4,3.1,15.6,,
730,Sushi,112,2.3,16.7,5.7,,
731,Swordfish,144,6.7,0,19.7,,
732,Tuna Salad,0.3,15,1.7,19.3,,
733,Apple,59,0.5,13.4,0.2,,
734,Apricot,1855,10.5,406,35,,
735,Avocado,144,13.9,1.8,3,,
736,Banana,116,0.3,27.2,1.2,,
737,Blackberries,37,0.5,6.7,1.3,,
738,Blood Oranges,49,0.2,12.6,0.9,,
739,Cantaloupe,34,0.2,8.2,0.8,,
740,Cherries,64,0.5,13.8,1.1,,
741,Clementine,47,0.2,12,0.9,,
742,Cranberries,46,0.1,12,0.5,,
743,Custard Apple,94,0,23.3,2.1,,
744,Dates,317,0.4,75.8,2.5,,
745,Figs,37,0.2,7.6,1.3,,
746,Fruit salad,44,0.3,10.1,0.7,,
747,Grapes,71,0.3,16.3,0.5,,
748,Guava,68,1,14.3,2.6,,
749,Jackfruit,88,0.1,19.8,1.9,,
750,Jujube,74,0.3,17,0.8,,
751,Kiwi,61,0.5,14.7,1.1,,
752,Lemon,57,0.9,11.1,1,,
753,Lime,59,1,10.9,1.5,,
754,Lychees,1.3,0.2,13.6,1.1,,
755,Mandarin Oranges,53,0.3,13.3,0.8,,
756,Mango,122,0.7,27.9,1,,
757,Mulberries,49,0.4,10.3,1.1,,
758,Nectarine,44,0.3,10.6,1.1,,
759,Orange,48,0.2,10.9,0.7,,
760,Papaya,32,0.1,7.2,0.6,,
761,Passion Fruit,54,0.1,12.4,0.9,,
762,Peach,50,0.3,10.5,1.2,,
763,Pear,52,0.2,11.9,0.6,,
764,Persimmon,76,0.2,17.9,0.7,,
765,Physalis,53,0.7,11.2,1.9,,
766,Pineapple,46,0.1,10.8,0.4,,
767,Plum,52,0.5,11,0.7,,
768,Pomegranate,83,1.2,18.7,1.7,,
769,Quince,73,0,16.9,0.7,,
770,Raisins,308,0.3,74.6,1.8,,
771,Rambutan,56,0.6,11.7,1,,
772,Raspberries,84,0.9,17.6,1.5,,
773,Rhubarb,21,0.2,4.5,0.9,,
774,Starfruit,28,0.1,6.1,0.7,,
775,Strawberries,44,0.2,9.8,0.7,,
776,Tamarind,239,0.6,62.5,2.8,,
777,Tangerine,53,0.3,13.3,0.8,,
778,Watermelon,0.6,0.2,7.6,0,,
779,Beef Suet,259,16.59,0,30,50,271
780,Beef Tallow,902,100,0,26.11,0,0
781,Beef Thymus,259,16.59,0,0,50,271
782,Beef Tripe,259,16.59,0,26.11,50,271
783,Chuck Roast,236,15.29,0,26.11,76,308
784,Chuck Steak,275,18,0,24.63,65,273
785,Flank Steak,192,8.23,0,28.23,56,339
786,Ground Beef,272,17.36,0,27.66,91,380
787,Ground Chuck,272,17.36,0,27,91,380
788,Ground Round,256,15.3,0,27,89,407
789,Minced Veal,231,11.39,0,27.73,87,325
790,Porterhouse Steak,276,18.57,0,30.1,64,257
791,Rib Eye Steak,271,19.02,0,25.4,58,279
792,Roast Beef,115,3.69,0.64,24.85,853,647
793,Rump Steak,218,11.64,0,18.62,35,214
794,Skirt Steak,237.5,14.59,0,26.41,83.5,334
795,Stew Beef,191,6.82,0,24.82,67,319
796,Strip Steak,264,17.69,0,32.41,52,265
797,T-Bone Steak,289,20.36,0,26.18,62,248
798,Veal,231,11.39,0,24.6,87,325
799,Veal Breast,231,11.39,0,30.1,87,325
800,Veal Leg,231,11.39,0,30.1,87,325
801,Veal Roast Beef,231,11.39,0,30.1,87,325
802,Veal Shank,191,6.2,0,30.1,93,305
803,Veal Shoulder,132,5.44,0,31.54,83,327
804,Veal Sirloin,231,11.39,0,19.34,87,325
805,Veal Tenderloin,231,11.39,0,30.1,87,325
806,Ale,43,0,3.55,30.1,4,27
807,Bass,124,2.56,0,0.46,87,328
808,Beer,43,0,3.55,23.63,4,27
809,Bock Beer,43,0,3.55,0.46,4,27
810,Bud Ice,0,0,0,0.46,4,0
811,Bud Light,29,0,1.3,0,3,26
812,Bud Light Chelada,29,0,1.3,0.25,3,26
813,Bud Light Lime,29,0,1.3,0.25,3,26
814,Coors,43,0,3.55,0.25,4,27
815,Coors Light,29,0,1.64,0.46,4,21
816,Coors,43,0,3.55,0.24,4,27
817,Corona,43,0,3.55,0.46,4,27
818,Dark Beer,45.25,0,1.51,0.46,3.76,19.47
819,Genesee Cream Ale,340,36.08,2.74,0.22,27,95
820,Ginger Beer,48.79,0,12.59,2.84,6.75,1.04
821,Honey Brown,304,0,82.4,0,4,52
822,Lager Beer,43,0,3.55,0.3,4,27
823,Light Beer,29,0,1.64,0.46,4,21
824,Malt Beer,318,0,71.3,0.24,35,320
825,Michelob Amber Bock,27,0,0.73,6.2,3,17
826,Michelob Lager,27,0,0.73,0.17,3,17
827,Michelob Light,27,0,0.73,0.17,3,17
828,Michelob Ultra,27,0,0.73,0.17,3,17
829,Michelob Ultra Amber,27,0,0.73,0.17,3,17
830,Michelob Ultra Lime Cactus,27,0,0.73,0.17,3,17
831,Natural Ice,0,0,0,0.17,4,0
832,Non-alcoholic Beer,37,0.12,8.05,0,13,8
833,Pale Ale,43,0,3.55,0.21,4,27
834,Pilsner,43,0,3.55,0.46,4,27
835,Porter,45.25,0,1.51,0.46,3.76,19.47
836,Root Beer,41,0,10.6,0.22,13,1
837,Shock Top Raspberry Wheat,52,0.65,11.94,0,1,151
838,Stout,45.25,0,1.51,1.2,3.76,19.47
839,Stout Beer,45.25,0,1.51,0.22,3.76,19.47
840,Strong Beer,45.25,0,1.51,0.22,3.76,19.47
841,Wheat Beer,43,0,3.55,0.22,4,27
842,Angel Food Cake,258,0.8,57.8,0.46,749,93
843,Apple Cake,324.09,15.55,44.79,5.9,174.68,65.82
844,Apple Cobbler,206.39,10.29,27.13,2.69,94.2,103.01
845,Apple Crisp,161,3.43,30.84,1.9,351,78
846,Apple Crumble,161,3.43,30.84,1.75,351,78
847,Apple Pie,237,11,34,1.75,201,65
848,Apple Strudel,182.82,6.93,28.73,1.9,89.11,101.72
849,Apple Turnover,178.2,8.05,25.8,1.78,57.53,56.28
850,Applesauce Cake,68,0.17,17.49,1.49,2,75
851,Bakewell Tart,401.5,19.93,50.31,0.16,73.56,203.53
852,Banoffee Pie,327.03,20.2,34.99,8,149.53,233.28
853,Birthday Cake,391,17.91,56.2,3.4,269,53
854,Black and White Cookie,354.86,10.27,61.73,2.99,96.41,76.24
855,Black Forest Cake,216.74,13.26,21.73,4.58,136.29,90.84
856,Blueberry Cobbler,226.97,6.08,41.6,3.21,207.55,80.47
857,Blueberry Muffin,375,16.07,53,2.78,336,121
858,Blueberry Pie,245,11.9,33.5,4.49,185,50
859,Bundt Cake,361,14.6,53,2.7,343,91
860,Buttermilk Pie,315.44,15.21,41.65,5.3,212.16,83.16
861,Caramel Cake,334.02,17,41.42,4.02,176.26,115.66
862,Carrot Cake,333.42,17.16,42.16,4.46,239.69,118.53
863,Cheesecake,321,22.5,25.5,3.78,438,90
864,Cherry Pie,270,12.2,38.5,5.5,191,77
865,Chess Pie,365.98,16.55,51.05,2.8,187.62,75.34
866,Chocolate Cake,389,20.05,52.84,4.49,348,270
867,Chocolate Cream Pie,353,22.41,38.44,3.48,266,161
868,Chocolate Mousse Cake,340.17,22.66,32.78,4.15,89.36,144.39
869,Chocolate Mousse Pie,225,16,16.07,5.02,38,143
870,Chocolate Muffin,339.92,15.16,48.12,4.14,353.87,137.52
871,Coconut Cake,356,10.3,63.2,5.48,284,99
872,Coffee Cake,418,23.3,46.7,4.4,351,123
873,Cream Puff,334,18.52,37.43,6.8,265,68
874,Crumb Cake,262.39,11.9,36.96,4.41,215.26,91.29
875,Cupcake,389,20.05,52.84,2.96,348,270
876,Danish Pastry,371,18.5,47.8,3.48,445,83
877,Donut,421,22.7,47.93,5.4,316,102
878,Doughnut,421,22.7,47.93,6.14,316,102
879,Flan,145,4.03,22.78,6.14,53,118
880,Flourless Chocolate Cake,454.05,36.83,22.79,4.53,197.37,364.26
881,French Cruller,412,18.3,59.5,8.67,345,78
882,Fruit Cake,324,9.1,61.6,3.1,101,153
883,Funnel Cake,250.29,9.13,35.08,2.9,208.39,118.27
884,German Chocolate Cake,379.74,21.95,45.28,6.58,138.55,145
885,Gingerbread,317.94,10.64,52.43,3.98,311.06,515.01
886,Ice Cream Cake,259.01,13.59,31.96,3.53,156.58,219.3
887,Key Lime Pie,306.68,15.38,37.64,3.49,143.55,227.94
888,King Cake,326.15,10.35,53.81,5.83,242.36,130.26
889,Layer Cake,391,17.91,56.2,5.54,269,53
890,Lemon Cake,334.57,13.07,51.67,2.99,218.44,65.7
891,Lemon Meringue Pie,268,8.7,47.2,3.36,172,89
892,Madeira Cake,290,2.7,61,1.5,623,99
893,Marble Cake,300,11.71,43.6,5.4,335.53,90.67
894,Meringue,283,0.05,68.62,5.43,53.53,52.58
895,Opera Cake,391,17.91,56.2,3.42,269,53
896,Paczki,340,18.7,39,2.99,455,79
897,Pancake,227,9.7,28.3,5.9,439,132
898,Panettone,288.73,5.63,55.49,6.4,319.03,213.63
899,Pavlova,173.63,7.17,26.27,5.62,29.03,99.83
900,Peach Cobbler,199.1,6.26,35.25,2.24,118.98,122.45
901,Peach Pie,224,10,32.9,2.01,217,125
902,Pecan Pie,412,22.2,52.2,1.9,262,133
903,Pineapple Upside-Down Cake,319,12.1,50.5,4.9,319,112
904,Plum Cake,247.23,13.71,27.92,3.5,164.7,158.39
905,Poppy-Seed Cake,338.25,13.38,48.78,3.94,190.76,273.85
906,Pound Cake,353,13.96,53.64,8.09,377,149
907,Profiterole,334,18.52,37.43,5,265,68
908,Puff Pastry,558,38.5,45.7,4.41,253,62
909,Pumpkin Bread,296.37,11.43,45.96,7.4,354.58,85.23
910,Pumpkin Cheesecake,315.66,22.03,25.29,3.57,269.37,131.29
911,Pumpkin Pie,243,9.75,34.83,5.17,239,167
912,Raspberry Pie,264.13,10.07,42.36,3.9,174.5,106.53
913,Red Velvet Cake,337.34,21.45,33.27,2.48,291.92,84.01
914,Rhubarb Pie,264.35,8.99,44.26,3.85,138.25,161.65
915,Rum Cake,375.42,20.91,36.04,2.62,301.2,67.8
916,Sacher Torte,333.34,10.8,54.74,3.86,61.36,64.48
917,Sponge Cake,290,2.7,61,4.53,623,99
918,Strawberry Cheesecake,218.23,11.58,26.73,5.4,170.58,103.63
919,Strawberry Pie,169.12,7.93,23.74,2.64,99.42,114.96
920,Strawberry Rhubarb Pie,296.12,13.86,40.5,1.86,138.29,111.98
921,Sweet Potato Pie,255.75,12.95,32.68,3,154.72,139.31
922,Swiss Roll,399,15.93,60.31,2.97,332,176
923,Tarte Tatin,205.35,11.81,24.6,3.63,83.54,87.31
924,Tiramisu,328.74,25.49,20.18,1.63,172.65,92.5
925,Tiramisu Cake,328.74,25.49,20.18,4.77,172.65,92.5
926,Treacle Tart,281.22,12.04,42.19,4.77,94.72,151.64
927,Tres Leches Cake,263.19,12.41,33.42,2.28,82.71,172.99
928,Barley,123,0.44,28.22,5.34,3,93
929,Quinoa,120,1.92,21.3,2.26,7,172
930,Ragi,354,3.4,80,4.4,5,40
931,Rice puffed,402,0.5,89.8,13,3,113
932,Brown Rice,112,0.83,23.51,6.3,1,79
933,Rice,130,0.28,28.17,2.32,1,35
934,Wheat flour,364,0.98,76.31,2.69,2,107
935,Wheat whole,329,1.92,68.03,10.33,2,340
936,Vermicelli,158,0.93,30.86,15.4,1,44
937,Semolina,360,1.05,72.83,5.8,1,186
938,Cowpea,116,0.53,20.76,12.68,4,278
939,Field bean,127,0.5,22.8,7.73,1,405
940,Green gram,105,0.38,19.15,8.67,2,266
941,Beet greens,27,0.2,5.46,7.02,241,909
942,Brussels sprouts,36,0.5,7.1,2.57,21,317
943,Cabbage,23,0.06,5.51,2.55,8,196
944,Violet Cabbage,23,0.06,5.51,1.27,8,196
945,Cauliflower,23,0.45,4.11,1.27,15,142
946,Drumstick,184,8.99,0,1.84,98,264
947,Fenugreek,323,6.41,58.35,24.03,67,770
948,Mustard leaves,60,3.34,5.83,23,1104,152
949,Lettuce,17,0.3,3.29,3.74,8,247
950,Parsley,36,0.79,6.33,1.23,56,554
951,Pumpkin leaves,19,0.4,2.33,2.97,11,436
952,Radish leaves,16,0.1,3.4,3.15,39,233
953,Spinach,23,0.26,3.75,0.68,70,466
954,Tamarind leaves,239,0.6,62.5,2.97,28,628
955,Ash gourd,14,0.2,3.04,2.8,107,5
956,Bitter gourd,19,0.18,4.32,0.4,6,319
957,Bottle gourd,15,0.02,3.69,0.84,2,170
958,Brinjal,35,0.23,8.73,0.6,1,123
959,Green capsicum,40,0.2,9.46,0.83,7,340
960,Veal Kidney,231,11.39,0,2,87,325
961,Veal Tongue,231,11.39,0,30.1,87,325
962,Almond Oil,884,100,0,30.1,0,0
963,Avocado Oil,884,100,0,0,0,0
964,Butter,717,81.11,0.06,0,643,24
965,Canola Oil,884,100,0,0.85,0,0
966,Coconut Oil,892,99.06,0,0,0,0
967,Cod Liver Oil,902,100,0,0,0,0
968,Corn Oil,900,100,0,0,0,0
969,Cottonseed Oil,884,100,0,0,0,
970,Flaxseed Oil,884.32,100.04,0,0,0,0
971,Ghee,876,99.48,0,0,2,5
972,Goose Fat,305,21.92,0,0.28,70,329
973,Grape Seed Oil,69,0.16,18.1,25.16,2,191
974,Hemp Oil,884,100,0,0.72,2,1
975,Herring Oil,203,11.59,0,0,115,419
976,Lard,902,100,0,0,0,0
977,Macadamia Oil,718,75.77,13.82,0,5,368
978,Margarine,717,80.71,0.7,7.91,2,18
979,Mustard Oil,60,3.34,5.83,0.16,1104,152
980,Olive Oil,884,100,0,3.74,2,1
981,Palm Oil,884,100,0,0,0,0
982,Peanut Oil,884,100,0,0,0,0
983,Real Butter,717,81.11,0.06,0,643,24
984,Rice Bran Oil,884,100,0,0.85,0,0
985,Safflower Oil,884,100,0,0,0,0
986,Sardine Oil,208,11.45,0,0,307,397
987,Sesame Oil,884,100,0,24.62,0,0
988,Soybean Oil,763,100,0,0,0,0
989,Sunflower Oil,884,100,0,0,0,0
990,Walnut Oil,884,100,0,0,0,0
991,Cannelloni,135.32,7.18,10.1,0,171.44,274.25
992,Capellini,158,0.93,30.86,7.99,1,44
993,Cellophane Noodles,84.98,0.01,20.84,5.8,5.45,2.42
994,Cheese Tortellini,307,7.23,47,0.04,406,89
995,Dampfnudel,309.79,8.18,51.07,13.5,75.87,109.19
996,Dumpling Dough,230.16,5.37,38.96,7.58,846.49,122.4
997,Durum Wheat Semolina,329,1.92,68.03,6.22,2,340
998,Egg Noodles,138,2.07,25.16,15.4,5,38
999,Farfalle,158,0.93,30.86,4.54,1,44
1000,Fettuccine,151.05,0.61,30.4,5.8,4.81,90.79
1001,Fusilli,158,0.93,30.86,5.31,1,44
1002,Glass Noodles,158,0.93,30.86,5.8,1,44
1003,Lasagne Sheets,156.41,8.43,9.01,5.8,409.12,270.36
1004,Linguine,158,0.93,30.86,11.4,1,44
1005,Low Carb Pasta,158,0.93,30.86,5.8,1,44
1006,Macaroni,158,0.93,30.86,5.8,1,44
1007,Manicotti,168.73,8.29,12.54,5.8,362.44,197.19
1008,Mostaccioli,158,0.93,30.86,10.65,1,44
1009,Orzo,225.3,0.92,45.35,5.8,5.21,135.42
1010,Penne,158,0.93,30.86,7.92,1,44
1011,Penne Rigate,158,0.93,30.86,5.8,1,44
1012,Pierogi,195,6.14,29.64,5.8,474,107
1013,Ravioli,178.82,6.78,19.71,5.26,262.83,64.28
1014,Rigatoni,158,0.93,30.86,9.23,1,44
1015,Rotini,158,0.93,30.86,5.8,1,44
1016,Shells,158,0.93,30.86,5.8,1,44
1017,Shirataki Noodles,18.96,0.02,4.41,5.8,6.71,53.15
1018,Soy Noodles,158,0.93,30.86,0.37,1,44
1019,Spaetzle,135.71,4.35,18.41,5.8,159.37,69.52
1020,Spaghetti,150.26,0.61,30.24,5.15,4.81,90.32
1021,Spinach Tortellini,307,7.23,47,5.28,406,89
1022,Tagliatelle,131,1.05,24.93,13.5,6,24
1023,Tortellini,307,7.23,47,5.15,406,89
1024,Vermicelli,158,0.93,30.86,13.5,1,44
1025,Whole Grain Noodles,158,0.93,30.86,5.8,1,44
1026,Whole Grain Spaghetti,150.26,0.61,30.24,5.8,4.81,90.32
1027,Ziti,158,0.93,30.86,5.28,1,44
1028,Apple Pie,237,11,34,5.8,201,65
1029,Apple Turnover,178.2,8.05,25.8,1.9,57.53,56.28
1030,Bagel,264,1.32,52.38,1.49,422,107
1031,Baguette,272,2.42,51.88,10.56,602,117
1032,Banana Bread,255.52,9.12,40.86,10.75,239.47,218.2
1033,Banana Nut Bread,354.34,20.03,40.18,3.9,298.53,188.28
1034,Beer Bread,276.89,10.47,38.56,5.9,499.88,57.83
1035,Biscuit,353,16.3,44.6,4.52,580,121
1036,Black Bread,266,3.33,49.42,7,490,126
1037,Bran Muffins,270,7.4,48.3,8.85,393,507
